method,checkpoint,task_name,seed,sparsity_target,sparsity_actual,recovery_epochs,accuracy,f1,acc_with_recovery,f1_with_recovery
pruning,bert-large-uncased,ag_news,42,0.02,0.019985344687512896,0,0.9488157894736842,0.9488074041429206,,
pruning,bert-large-uncased,ag_news,42,0.03,0.029978018679993612,0,0.949078947368421,0.9490664478793187,,
pruning,bert-large-uncased,ag_news,42,0.04,0.03997068937502568,0,0.9496052631578947,0.9495953360148264,,
pruning,bert-large-uncased,ag_news,42,0.05,0.04996336336750651,0,0.9492105263157895,0.9492044929633616,,
pruning,bert-large-uncased,ag_news,42,0.06,0.059956037359987224,0,0.9486842105263158,0.9486819508845046,,
pruning,bert-large-uncased,ag_news,42,0.07,0.06994870805501929,0,0.9492105263157895,0.949212509607164,,
pruning,bert-large-uncased,ag_news,42,0.08,0.07994138204750001,0,0.9493421052631579,0.94935195588766,,
pruning,bert-large-uncased,ag_news,42,0.09,0.08993405274253219,0,0.949078947368421,0.9490853171948921,,
pruning,bert-large-uncased,ag_news,42,0.1,0.0999267267350129,0,0.9486842105263158,0.9486838223263743,,
pruning,bert-large-uncased,ag_news,42,0.11,0.10991940072749362,0,0.9489473684210527,0.9489397836787861,,
pruning,bert-large-uncased,ag_news,42,0.12,0.1199120714225258,0,0.9488157894736842,0.948817392929119,,
pruning,bert-large-uncased,ag_news,42,0.13,0.12990474541500652,0,0.9485526315789473,0.9485563397253107,,
pruning,bert-large-uncased,ag_news,42,0.14,0.1398974161100387,0,0.9486842105263158,0.9486728591384923,,
pruning,bert-large-uncased,ag_news,42,0.15,0.1498900901025194,0,0.9480263157894737,0.948015504638374,,
pruning,bert-large-uncased,ag_news,42,0.16,0.15988276409500013,0,0.9485526315789473,0.9485196283808155,,
pruning,bert-large-uncased,ag_news,42,0.17,0.1698754347900323,0,0.9478947368421052,0.9478588106627406,,
pruning,bert-large-uncased,ag_news,42,0.18,0.17986810878251303,0,0.9481578947368421,0.9481421497906148,,
pruning,bert-large-uncased,ag_news,42,0.19,0.1898607794775451,0,0.9482894736842106,0.9482716995580436,,
pruning,bert-large-uncased,ag_news,42,0.2,0.1998534534700258,0,0.9472368421052632,0.947188106636283,,
pruning,bert-large-uncased,ag_news,42,0.21,0.20984612746250664,0,0.9460526315789474,0.9460106548611272,,
pruning,bert-large-uncased,ag_news,42,0.22,0.2198387981575387,0,0.9464473684210526,0.9464061397670593,,
pruning,bert-large-uncased,ag_news,42,0.23,0.22983147215001942,0,0.9469736842105263,0.9469344937211563,,
pruning,bert-large-uncased,ag_news,42,0.24,0.2398241428450516,0,0.9475,0.9474519921942905,,
pruning,bert-large-uncased,ag_news,42,0.25,0.24981681683753232,0,0.9469736842105263,0.9469036151181538,,
pruning,bert-large-uncased,ag_news,42,0.26,0.25980949083001303,0,0.9463157894736842,0.9462411508137192,,
pruning,bert-large-uncased,ag_news,42,0.27,0.2698021615250452,0,0.9460526315789474,0.9459688058982415,,
pruning,bert-large-uncased,ag_news,42,0.28,0.27979483551752593,0,0.945,0.9449066366678296,,
pruning,bert-large-uncased,ag_news,42,0.29,0.289787506212558,0,0.9456578947368421,0.9455846241816218,,
pruning,bert-large-uncased,ag_news,42,0.3,0.2997801802050388,0,0.9451315789473684,0.9450632820926085,,
pruning,bert-large-uncased,ag_news,42,0.31,0.30977285419751954,0,0.9446052631578947,0.9445484124468626,,
pruning,bert-large-uncased,ag_news,42,0.32,0.3197655248925516,0,0.944078947368421,0.9440417852494496,,
pruning,bert-large-uncased,ag_news,42,0.33,0.32975819888503244,0,0.945,0.9449490615689247,,
pruning,bert-large-uncased,ag_news,42,0.34,0.3397508695800645,0,0.944078947368421,0.9440258021193357,,
pruning,bert-large-uncased,ag_news,42,0.35,0.3497435435725452,0,0.9423684210526316,0.9423142147478977,,
pruning,bert-large-uncased,ag_news,42,0.36,0.35973621756502594,0,0.9413157894736842,0.9413154758248514,,
pruning,bert-large-uncased,ag_news,42,0.37,0.3697288882600581,0,0.9397368421052632,0.9398089914090849,,
pruning,bert-large-uncased,ag_news,42,0.38,0.37972156225253884,0,0.9365789473684211,0.9366329853830012,,
pruning,bert-large-uncased,ag_news,42,0.39,0.389714232947571,0,0.9310526315789474,0.9312099272641906,,
pruning,bert-large-uncased,ag_news,42,0.4,0.39970690694005173,0,0.930921052631579,0.9310942044812947,,
pruning,bert-large-uncased,ag_news,42,0.41,0.40969958093253245,0,0.920921052631579,0.9211685285280011,,
pruning,bert-large-uncased,ag_news,42,0.42,0.4196922516275646,0,0.9131578947368421,0.9133908244798361,,
pruning,bert-large-uncased,ag_news,42,0.43,0.42968492562004534,0,0.9052631578947369,0.9056446177277644,,
pruning,bert-large-uncased,ag_news,42,0.44,0.4396775963150774,0,0.9039473684210526,0.9042352112824715,,
pruning,bert-large-uncased,ag_news,42,0.45,0.44967027030755813,0,0.8989473684210526,0.8994052823222447,,
pruning,bert-large-uncased,ag_news,42,0.46,0.45966294430003896,0,0.8964473684210527,0.8970546529650205,,
pruning,bert-large-uncased,ag_news,42,0.47,0.469655614995071,0,0.8943421052631579,0.894960280694246,,
pruning,bert-large-uncased,ag_news,42,0.48,0.47964828898755174,0,0.8881578947368421,0.8888342089690509,,
pruning,bert-large-uncased,ag_news,42,0.49,0.4896409596825839,0,0.8848684210526315,0.8855429531275999,,
pruning,bert-large-uncased,ag_news,42,0.5,0.49963363367506464,0,0.8772368421052632,0.8779521603852726,,
pruning,bert-large-uncased,ag_news,42,0.51,0.5096263076675454,0,0.8777631578947368,0.8786339907558562,,
pruning,bert-large-uncased,ag_news,42,0.52,0.5196189783625775,0,0.8669736842105263,0.8678139529465096,,
pruning,bert-large-uncased,ag_news,42,0.53,0.5296116523550582,0,0.8768421052631579,0.8776031364170732,,
pruning,bert-large-uncased,ag_news,42,0.54,0.5396043230500904,0,0.8593421052631579,0.8600703484267427,,
pruning,bert-large-uncased,ag_news,42,0.55,0.5495969970425711,0,0.8525,0.8535689268406055,,
pruning,bert-large-uncased,ag_news,42,0.56,0.5595896710350519,0,0.7643421052631579,0.7719823633656566,,
pruning,bert-large-uncased,ag_news,42,0.57,0.569582341730084,0,0.6693421052631578,0.6805525573671638,,
pruning,bert-large-uncased,ag_news,42,0.58,0.5795750157225648,0,0.6185526315789474,0.6201045546886585,,
pruning,bert-large-uncased,ag_news,42,0.59,0.5895676864175968,0,0.47342105263157896,0.42728904554143554,,
pruning,bert-large-uncased,ag_news,42,0.6,0.5995603604100775,0,0.27539473684210525,0.18074850522533717,,
pruning,bert-large-uncased,ag_news,42,0.61,0.6095530344025584,0,0.2668421052631579,0.16727082744698835,,
pruning,bert-large-uncased,ag_news,42,0.62,0.6195457050975904,0,0.24907894736842107,0.09971554993678887,,
pruning,bert-large-uncased,ag_news,42,0.63,0.6295383790900712,0,0.2506578947368421,0.10286938893297427,,
pruning,bert-large-uncased,ag_news,42,0.64,0.6395310497851032,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.65,0.649523723777584,0,0.25223684210526315,0.11802621287611868,,
pruning,bert-large-uncased,ag_news,42,0.66,0.6595163977700648,0,0.24407894736842106,0.14484484789109203,,
pruning,bert-large-uncased,ag_news,42,0.67,0.6695090684650968,0,0.26881578947368423,0.18898496791149277,,
pruning,bert-large-uncased,ag_news,42,0.68,0.6795017424575776,0,0.24986842105263157,0.09995789030424256,,
pruning,bert-large-uncased,ag_news,42,0.69,0.6894944131526097,0,0.2643421052631579,0.17051998539232627,,
pruning,bert-large-uncased,ag_news,42,0.7,0.6994870871450904,0,0.23776315789473684,0.1077021746471104,,
pruning,bert-large-uncased,ag_news,42,0.71,0.7094797611375712,0,0.24921052631578947,0.09984185556141276,,
pruning,bert-large-uncased,ag_news,42,0.72,0.7194724318326033,0,0.2475,0.16427395984568946,,
pruning,bert-large-uncased,ag_news,42,0.73,0.7294651058250841,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.74,0.7394577765201162,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.75,0.749450450512597,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.76,0.7594431245050777,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.77,0.7694357952001099,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.78,0.7794284691925906,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.79,0.7894211398876227,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.8,0.7994138138801035,0,0.25684210526315787,0.12982956374029056,,
pruning,bert-large-uncased,ag_news,42,0.81,0.8094064878725842,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.82,0.8193991585676162,0,0.25105263157894736,0.1069348129398171,,
pruning,bert-large-uncased,ag_news,42,0.83,0.8293918325600971,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.84,0.8393845032551291,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.85,0.8493771772476099,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.86,0.8593698512400907,0,0.25,0.10001052742393936,,
pruning,bert-large-uncased,ag_news,42,0.87,0.8693625219351228,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.88,0.8793551959276035,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.89,0.8893478666226357,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.9,0.8993405406151164,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.91,0.9093332146075971,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.92,0.9193258853026292,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.93,0.92931855929511,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.94,0.939311229990142,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.95,0.9493039039826228,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.96,0.9592965779751036,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.97,0.9692892486701357,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.98,0.9792819226626164,0,0.25,0.1,,
pruning,bert-large-uncased,ag_news,42,0.99,0.9892745933576486,0,0.25,0.1,,
pruning,bert-base-uncased,dbpedia_14,42,0.0,0.0,0,0.9933571428571428,0.9933573630839222,,
pruning,bert-base-uncased,dbpedia_14,42,0.01,0.00999021735349781,0,0.9933571428571428,0.9933573630839222,,
pruning,bert-base-uncased,dbpedia_14,42,0.02,0.019980446386651862,0,0.9933571428571428,0.9933573630839222,,
pruning,bert-base-uncased,dbpedia_14,42,0.03,0.029970663740149672,0,0.9933428571428572,0.9933430959940536,,
pruning,bert-base-uncased,dbpedia_14,42,0.04,0.03996088109364748,0,0.9933142857142857,0.9933145728237632,,
pruning,bert-base-uncased,dbpedia_14,42,0.05,0.049951110126801535,0,0.9933428571428572,0.9933428213537187,,
pruning,bert-base-uncased,dbpedia_14,42,0.06,0.059941327480299345,0,0.9933428571428572,0.9933428213537187,,
pruning,bert-base-uncased,dbpedia_14,42,0.07,0.06993154483379715,0,0.9933,0.9933001200666778,,
pruning,bert-base-uncased,dbpedia_14,42,0.08,0.07992177386695132,0,0.9933142857142857,0.9933146843923331,,
pruning,bert-base-uncased,dbpedia_14,42,0.09,0.08991199122044913,0,0.9933,0.9933004502901541,,
pruning,bert-base-uncased,dbpedia_14,42,0.1,0.09990220857394694,0,0.9932714285714286,0.9932717598752674,,
pruning,bert-base-uncased,dbpedia_14,42,0.11,0.10989243760710099,0,0.9933,0.9933004685488614,,
pruning,bert-base-uncased,dbpedia_14,42,0.12,0.1198826549605988,0,0.9932857142857143,0.9932861528875131,,
pruning,bert-base-uncased,dbpedia_14,42,0.13,0.1298728723140966,0,0.9932857142857143,0.9932864941387402,,
pruning,bert-base-uncased,dbpedia_14,42,0.14,0.13986308966759442,0,0.9932714285714286,0.9932724162983437,,
pruning,bert-base-uncased,dbpedia_14,42,0.15,0.14985331870074847,0,0.9932428571428571,0.9932438360656272,,
pruning,bert-base-uncased,dbpedia_14,42,0.16,0.15984353605424628,0,0.9933,0.9933012529332677,,
pruning,bert-base-uncased,dbpedia_14,42,0.17,0.1698337534077441,0,0.9933428571428572,0.9933445959036545,,
pruning,bert-base-uncased,dbpedia_14,42,0.18,0.17982398244089814,0,0.9932714285714286,0.9932730433496759,,
pruning,bert-base-uncased,dbpedia_14,42,0.19,0.18981419979439595,0,0.9933142857142857,0.9933163621059691,,
pruning,bert-base-uncased,dbpedia_14,42,0.2,0.19980441714789376,0,0.9932857142857143,0.9932877220026805,,
pruning,bert-base-uncased,dbpedia_14,42,0.21,0.20979464618104793,0,0.9932285714285715,0.9932309170470299,,
pruning,bert-base-uncased,dbpedia_14,42,0.22,0.21978486353454574,0,0.9932571428571428,0.9932592624127059,,
pruning,bert-base-uncased,dbpedia_14,42,0.23,0.22977508088804355,0,0.9932428571428571,0.9932449456388842,,
pruning,bert-base-uncased,dbpedia_14,42,0.24,0.2397653099211976,0,0.9932428571428571,0.9932449630293594,,
pruning,bert-base-uncased,dbpedia_14,42,0.25,0.2497555272746954,0,0.9932714285714286,0.9932736669679525,,
pruning,bert-base-uncased,dbpedia_14,42,0.26,0.2597457446281932,0,0.9932428571428571,0.9932446730644499,,
pruning,bert-base-uncased,dbpedia_14,42,0.27,0.2697359736613473,0,0.9933714285714286,0.9933739164738321,,
pruning,bert-base-uncased,dbpedia_14,42,0.28,0.2797261910148451,0,0.9933714285714286,0.993374307117417,,
pruning,bert-base-uncased,dbpedia_14,42,0.29,0.2897164083683429,0,0.9933428571428572,0.9933459932163548,,
pruning,bert-base-uncased,dbpedia_14,42,0.3,0.29970663740149694,0,0.9932714285714286,0.9932746312503632,,
pruning,bert-base-uncased,dbpedia_14,42,0.31,0.30969685475499475,0,0.9931571428571428,0.9931605997780909,,
pruning,bert-base-uncased,dbpedia_14,42,0.32,0.31968707210849256,0,0.9932714285714286,0.9932748445308764,,
pruning,bert-base-uncased,dbpedia_14,42,0.33,0.32967730114164673,0,0.9932285714285715,0.9932320131488251,,
pruning,bert-base-uncased,dbpedia_14,42,0.34,0.33966751849514454,0,0.9932714285714286,0.9932748145292146,,
pruning,bert-base-uncased,dbpedia_14,42,0.35,0.34965773584864235,0,0.9931714285714286,0.9931752334615914,,
pruning,bert-base-uncased,dbpedia_14,42,0.36,0.3596479648817964,0,0.9931857142857143,0.9931890330146611,,
pruning,bert-base-uncased,dbpedia_14,42,0.37,0.3696381822352942,0,0.9931857142857143,0.9931896356292667,,
pruning,bert-base-uncased,dbpedia_14,42,0.38,0.379628399588792,0,0.9931714285714286,0.9931749472322585,,
pruning,bert-base-uncased,dbpedia_14,42,0.39,0.38961861694228983,0,0.9931285714285715,0.9931314896192146,,
pruning,bert-base-uncased,dbpedia_14,42,0.4,0.3996088459754439,0,0.9931285714285715,0.9931327785675274,,
pruning,bert-base-uncased,dbpedia_14,42,0.41,0.4095990633289417,0,0.9931285714285715,0.993132065647048,,
pruning,bert-base-uncased,dbpedia_14,42,0.42,0.4195892806824395,0,0.9930285714285715,0.993032195938196,,
pruning,bert-base-uncased,dbpedia_14,42,0.43,0.42957950971559355,0,0.9929571428571429,0.992961090590147,,
pruning,bert-base-uncased,dbpedia_14,42,0.44,0.43956972706909136,0,0.9928714285714285,0.9928751735919281,,
pruning,bert-base-uncased,dbpedia_14,42,0.45,0.4495599444225892,0,0.9927285714285714,0.9927335146825024,,
pruning,bert-base-uncased,dbpedia_14,42,0.46,0.45955017345574334,0,0.9925714285714285,0.9925763363257004,,
pruning,bert-base-uncased,dbpedia_14,42,0.47,0.46954039080924115,0,0.9925571428571428,0.9925645965148425,,
pruning,bert-base-uncased,dbpedia_14,42,0.48,0.47953060816273896,0,0.9921857142857143,0.9921934349560511,,
pruning,bert-base-uncased,dbpedia_14,42,0.49,0.489520837195893,0,0.9919857142857142,0.99199619817634,,
pruning,bert-base-uncased,dbpedia_14,42,0.5,0.4995110545493908,0,0.9916,0.9916159819372458,,
pruning,bert-base-uncased,dbpedia_14,42,0.51,0.5095012719028886,0,0.9911714285714286,0.9911897758133673,,
pruning,bert-base-uncased,dbpedia_14,42,0.52,0.5194915009360427,0,0.9903714285714286,0.9903928885191916,,
pruning,bert-base-uncased,dbpedia_14,42,0.53,0.5294817182895405,0,0.9890428571428571,0.989066056763373,,
pruning,bert-base-uncased,dbpedia_14,42,0.54,0.5394719356430383,0,0.9866714285714285,0.986709875874366,,
pruning,bert-base-uncased,dbpedia_14,42,0.55,0.5494621646761924,0,0.9817428571428571,0.9818397391244542,,
pruning,bert-base-uncased,dbpedia_14,42,0.56,0.5594523820296902,0,0.9751428571428571,0.9754053435747673,,
